user_id,item_list
0,3569 6404 12469 5562 8635 6530 6292 6289 8638 4657
1,4410 7259 4279 18073 5455 5650 3604 6359 8638 5301
2,4657 4658 8666 11734 5700 11733 12469 5562 735 4630
4,4634 4728 8666 5562 5113 5128 2301 6530 6359 10466
5,6798 5645 4410 8638 3806 5610 9303 12194 724 4747
6,8635 345 13554 6018 4280 6785 16506 8308 10849 5052
7,3806 14847 7310 10466 6404 4634 3827 10055 4057 10141
8,5192 5190 5189 4527 4526 10067 3387 192 4657 4771
9,9303 4844 5294 5297 8483 4361 8982 8984 7581 8473
10,3901 8478 16376 5695 8565 4418 3831 4771 5175 1338
11,18360 10466 4361 5133 4767 4784 2730 4124 8031 3633
12,3529 8179 9476 6018 5297 4705 4634 6289 4691 3536
13,1023 4785 6526 4657 5455 10924 8627 1212 5294 5324
14,9302 12469 8638 3565 10227 3572 9448 5297 8179 2301
15,5113 189 12469 4361 5742 7310 8666 17955 3842 7493
16,9202 9204 12469 7581 8982 6289 9201 10466 8638 4410
17,5645 9224 4657 187 3251 4361 7310 3922 5294 18185
18,8481 4361 8638 3105 10227 4844 10141 4440 2103 3922
19,192 10466 10227 8638 3806 12469 7493 7581 8306 4844
20,4361 17955 5297 3922 4657 8638 15892 4634 8982 7496 
21,3565 6526 9461 3566 9208 8414 8666 3572 15100 9446
22,7496 4019 5113 2301 5297 5645 8638 8481 189 8666
23,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
24,17955 8638 5113 10227 4657 197 8982 10466 3922 4361
25,4057 7310 6404 5113 10167 6292 187 10466 5645 17955
26,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
27,15099 15102 12469 15100 8666 8414 6404 8668 8638 6526
28,2519 11395 10012 8380 7661 13831 17791 17600 3196 13602
29,4634 6404 6289 5114 5112 8481 4410 7310 14847 6292
30,4280 17748 4410 194 8635 5593 7581 6404 10227 5338
31,4634 4658 10466 5113 5297 8638 5294 7172 9461 4844
32,4361 8638 8666 5294 2301 5297 15892 8481 6289 4657
33,8666 8414 9461 7581 15099 15100 9446 6526 15101 1212
34,4361 3922 10466 5114 4034 8481 4634 8483 8638 4410
35,5297 4844 6404 6289 5113 6292 8481 5562 4057 8638
