user_id,item_list
0,6404 10227 3569 6289 5562 5113 6530 12469 197 8638
1,5113 15892 3565 7259 8483 9014 5142 4410 10227 7581
2,4657 4658 8666 11734 5700 15908 5113 735 737 4728
4,4634 4728 8666 12469 8982 5113 5562 5297 2301 10067
5,6798 5645 3806 8638 4410 12194 5610 8481 10466 5114
6,4844 6289 345 6343 5680 10230 546 5897 14135 8309
7,10466 6289 6798 3806 5113 8638 8483 4057 7310 6404
8,5192 5189 5190 189 4526 4527 10067 4771 3387 9448
9,9303 5297 3572 8473 8483 3806 5294 7581 10067 12469
10,3901 4279 4325 16178 8478 16376 10469 10141 5179 8470
11,18360 4767 10466 2730 8031 9198 8186 9714 8483 6881
12,3529 8179 4634 9476 4705 6018 5297 9477 4691 6292
13,1023 2301 5142 3806 4785 4779 4762 194 4410 5147
14,10227 3572 9302 3565 6526 12469 10067 8414 5297 2301
15,12469 8666 5113 10232 197 189 12194 3806 3641 7493
16,9202 9204 12469 8982 9201 8638 7581 6289 5297 10466
17,5645 187 3922 10227 5296 9224 4657 4361 15892 3251
18,4361 8638 8481 6289 10227 3105 3922 8347 5297 4410
19,10466 10227 4844 192 7581 6289 8638 189 8306 12469
20,4361 17955 5297 3922 4657 8638 15892 4634 8982 7496 
21,3565 3572 6526 8414 8666 9461 7581 9208 8982 6404
22,7496 5113 4019 189 5044 5297 10067 8481 3834 14847
23,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
24,17955 8638 5113 10227 4657 197 8982 10466 3922 4361
25,5113 10466 14847 8186 6292 10167 15892 7310 4634 6404
26,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
27,15102 12469 15099 15100 8414 8638 3565 1212 6404 8666
28,2519 7688 13831 14779 7661 16209 8380 10078 13504 12594
29,6289 6404 5114 5112 6292 7310 4844 8481 4410 8638
30,4280 17748 5593 8638 6404 4410 8635 194 10068 7662
31,4634 4658 10466 8483 5113 4361 5297 8638 5294 5645
32,189 15892 187 8638 5297 10227 5645 4361 5294 1212
33,8414 8666 9461 7581 6526 15101 5562 3572 15100 8982
34,4361 3922 10466 5114 6289 8638 4034 8483 6404 5112
35,5297 4844 6289 8481 6404 5113 6292 8483 5562 8666
36,16137 4191 4284 5089 4034 4033 4187 16578 661 6648
39,8666 3565 8982 3572 7496 197 194 5455 3842 4795
40,8872 4652 10116 8928 3996 4660 8825 5222 4805 4933
41,3922 4361 6292 5113 8982 8481 9103 5645 17955 4034 
42,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
43,7581 6289 14847 10227 5143 4844 2301 6404 5113 8668
44,3568 3569 3565 15120 12469 15119 8627 15101 15099 4657
45,725 3805 1212 5562 12469 3806 197 2301 8638 5508
46,8638 17955 12469 7496 5297 3922 197 4361 8982 2301 
47,5297 17955 10067 5296 15892 4728 3834 5301 4343 8638
48,3922 4361 10466 17955 197 3806 5113 8982 4657 5296 
49,724 3805 5508 5562 5113 3806 4844 1212 9448 7192
50,8666 5113 4728 8638 10227 2301 12469 3806 7581 9461
51,724 3805 5508 5562 5113 3806 4844 1212 9448 7192
52,4128 8638 10466 6798 6289 7354 6808 4279 8854 8257
53,15114 15099 15100 6404 9461 12469 6289 9477 7581 8666
54,5562 4657 7655 4440 9239 8984 3805 6526 8483 5561
55,197 4280 192 194 187 4844 12469 6404 10068 4410
56,17955 4634 15892 6526 3565 4361 2301 4346 10466 3572
57,10466 5562 3805 3806 6404 4844 10068 10227 8982 4634
59,8638 12469 4128 8564 2301 1212 10227 4657 3565 4844
60,7657 7661 7662 15892 8481 4440 194 7172 5602 8526
61,4657 4658 8638 7581 10067 3572 10227 3565 5143 5113
62,8706 8328 7357 11299 2834 16567 9338 62 12913 7116
63,10227 5113 3572 8666 10466 6404 10068 4844 8481 1212
64,197 192 187 10227 194 9461 4703 8638 6292 4844
65,9202 12469 15102 7581 15100 8982 10227 4844 4410 6289
66,7823 4019 4018 5645 7135 15119 9014 7437 724 3105
67,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
68,8638 17955 12469 7496 5297 3922 197 4361 8982 2301 
69,7496 3655 7493 7495 3654 10067 5737 10068 5742 8666
71,5113 6404 7581 6793 6292 8638 10227 8635 6798 2301
72,3922 4361 8638 10227 8483 8570 6526 3572 3565 8506
74,10227 8638 8982 2835 8481 14847 9446 9461 10067 12187
75,3852 13298 13842 4753 4250 13582 8030 8640 8527 14251
76,10067 9461 4657 8666 189 724 8481 9002 7602 5142 
77,18096 7583 5143 7581 4361 1023 5560 3572 10067 14353
78,3565 725 9199 3572 4844 9203 12469 14847 3568 9202
79,15892 5294 8483 5296 5113 7354 14847 8984 8179 8478
80,735 10466 4634 5562 2301 15908 10068 3806 737 4657
81,10142 14851 12469 9461 8414 6404 14847 15099 14852 10141
82,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
84,3565 3572 8982 8414 6526 12469 7581 3593 15496 8984
85,197 5297 189 3806 7581 11734 192 194 10227 12469
86,4361 17955 5297 3922 4657 8638 15892 4634 8982 7496 
87,4361 3922 17955 3806 8982 197 5113 4657 10466 6292 
88,5562 9093 5508 8505 3805 16176 8516 16179 5296 6391
89,5645 187 15892 8982 17955 10227 9461 7496 5296 10068
90,736 11734 11309 11733 15908 3827 17955 9133 3805 10466
92,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
93,10068 8179 6404 5113 7581 6292 15119 1212 5297 8483
94,5113 4361 6292 7659 5297 6289 7310 1212 8638 6404
95,15120 10068 6404 5113 7581 197 9461 8638 6289 12469
96,6404 10227 4844 4280 8638 4696 6292 7310 4410 6289
97,4361 4123 3922 4194 3806 17559 5143 9302 8638 2301
98,12469 7581 4657 10227 8445 15119 2301 8414 8668 6404
102,9477 7583 8668 2301 8638 16659 6404 3572 5128 12469
103,5653 5044 4630 10227 5656 4687 17835 10067 8214 8483
104,17547 8516 8523 6391 9302 8519 17288 1011 194 8505
105,3568 6530 10227 379 18101 18098 6204 18094 18096 5904
106,3965 5637 129 5296 3970 6778 5630 15801 5926 7529
108,6404 10227 12469 8638 10466 5114 4361 4844 8982 7581
109,5653 5044 5661 10227 4687 17835 10067 8483 5664 5656
110,3898 4034 2301 5113 8638 4357 7642 6530 4410 4365
111,12469 15114 10068 7581 6404 8638 197 5113 8666 4844
112,4124 4123 4194 4361 3922 7310 17732 8481 17559 4034
113,187 4280 10068 8481 7581 10227 1212 4844 9461 8638
114,3805 3572 6526 7581 8982 8666 9202 3568 9204 3565
115,5113 14847 17955 8481 2301 5112 5645 10466 8982 10469
116,11734 8564 8481 9128 11733 15908 5700 735 11309 8570
117,8666 8414 6528 7581 6404 8982 4634 6289 5562 10227
118,12469 6404 4844 8635 8638 4657 10227 3568 9461 7581
119,5645 7310 10466 17955 5113 6292 4280 189 5297 194
120,5508 7495 3805 4844 6289 1212 5561 10466 8638 8481
122,5297 14847 7310 8186 17955 3922 194 9224 10227 187
123,12194 4361 15892 5645 8481 3898 9714 3074 14727 5113
124,9302 10466 4844 10067 6404 7581 5114 8638 6289 4748
125,5297 10227 12469 192 4634 9461 8186 8481 5291 197 
126,4634 12469 3572 2301 10067 3806 8638 7581 18098 5143
127,3572 3566 8982 7581 3593 12469 8638 2301 8404 8414
128,3105 189 4361 9446 4343 10067 4346 3565 8483 9448
129,10068 6289 5113 17955 4410 9461 8635 4657 8483 197
130,7657 7661 7662 15892 7581 8481 4440 7199 5074 194
131,15892 5113 187 4634 4657 7661 192 8186 197 7310 
132,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
134,10227 8982 8638 5113 4844 5895 14847 6404 1212 5645
135,724 3805 5508 5562 5113 3806 4844 1212 9448 7192
136,18185 3726 5296 11855 5714 2586 10643 13297 11809 10849
137,4634 5645 11733 5297 7199 14847 12469 15892 11734 4657 
138,12469 8668 10466 5113 4844 2301 8414 4657 5297 7581
139,7581 4844 10227 6289 3806 4279 8638 8635 5113 8666
140,5113 5297 6292 6289 8179 8481 8483 6404 10469 5143
141,4657 4634 15101 15100 12469 15099 7581 4731 6526 8666
142,11733 735 11734 15908 738 5700 15907 10813 9461 17550
143,18096 18098 18101 379 18094 7172 18097 8034 735 1689
144,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
145,6776 5305 6798 4346 6780 12194 172 9302 15132 12037
146,8666 9461 4702 8414 10067 4634 8982 3572 4703 6526
149,4657 15114 12469 4279 6404 10227 8666 9461 8414 1212
150,4128 12815 10466 15908 3827 17955 4634 10068 3554 5275
151,4634 4658 10068 9202 5297 9203 7581 4361 8638 9204
152,4035 4361 4033 3922 4194 4124 9224 9228 5645 6289
153,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
155,5113 3569 4844 7581 6530 8445 14847 8638 5645 8635
156,4280 5508 7581 6404 12469 15099 5561 15101 8982 3572
157,5143 10466 8638 7310 6289 9461 15458 8481 4627 197
158,15892 5297 5113 10067 18096 9302 8481 8638 4844 15398
159,10227 5113 8638 4844 12469 8635 7581 7657 4279 6289
160,6798 1944 9053 8638 4657 6796 4410 10466 6794 10068
161,3572 3566 8982 15800 7581 8414 12469 17955 4657 7584
162,4702 3569 4657 4691 5113 5562 7581 8638 9461 3834
163,5700 8389 232 13838 13841 7576 2586 15720 12516 8381
164,4279 10227 6526 3572 7581 5645 6289 4844 9461 3565
165,9477 3806 5562 5113 1212 10466 3805 8564 2301 9448
166,5562 8638 7581 3805 8186 8666 8526 4693 2301 10227
167,10466 7496 7493 7310 5455 5294 8984 4309 7172 10141
168,16281 6654 9637 15429 11666 13833 6844 11956 9044 14394
169,4280 7581 8638 14847 6404 10227 6229 8635 10055 8526
170,4657 8638 8666 10227 7581 3877 10466 5142 4844 8306
171,6629 6901 4070 6889 192 9953 7190 14902 4053 3531
172,2301 12469 8666 8638 3806 4783 5113 4762 8564 3568
173,10068 2301 8638 12469 8666 6404 10227 197 8982 4410
174,11222 6785 7474 5280 4531 8911 143 5672 12261 4053
175,10068 9302 3806 5113 7662 8483 10227 3531 8638 10232
176,9303 4279 4280 5645 4844 17955 192 4691 9103 10227
177,15120 15114 6404 5562 5508 10227 5113 10067 197 2301
178,5143 7310 5589 5294 4937 5009 4747 12194 9308 4952
179,4361 4124 4194 4034 9228 3922 5113 16659 5645 2301
180,5297 8638 4844 8445 17955 197 187 7581 14847 8635
181,4737 10039 16341 12701 570 6655 10939 5287 6898 8147
182,8186 6404 4770 7310 6018 10466 5113 9461 17955 5297
183,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
184,2301 12469 8638 7581 4844 8668 9461 3806 6404 10466
185,5012 4346 7443 7441 4357 15852 17870 16351 4343 12806
186,45 6250 4854 5663 7234 8408 8560 156 5199 10041
187,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
188,10466 2301 5113 6404 10227 4657 4634 6289 17955 8982
189,9126 3805 1212 5562 15119 9475 5508 5650 3806 8668
190,10227 8666 5113 8638 4657 7581 4634 17955 5645 12469 
191,10068 8306 4361 10227 3922 8638 9461 5455 189 9103
192,8638 17955 12469 7496 5297 3922 197 4361 8982 2301 
193,189 197 192 10466 8638 5297 10067 10227 1212 17955
194,4019 8186 5297 5114 14847 5113 8473 7310 16376 8179
195,4361 5143 5297 10227 1212 8638 6292 8666 5113 3922
196,7581 6404 5645 8666 8638 12469 10227 5113 2301 10466 
197,12469 8982 8666 3565 7581 6528 17955 520 9446 5143
199,5896 9477 7581 4280 4410 8666 12469 7584 8635 6530
200,15120 15114 6404 6530 10227 12469 8309 7581 8308 10067
201,14847 5113 6404 17835 3806 10466 6289 8635 5645 17955
